row_id,ISIS,linkage_position_1based,between_nt_1based,linkage,is_PS,is_PO,is_unknown_linkage
36,489531,12,12-13,PS,True,False,False
36,489531,13,13-14,PS,True,False,False
36,489531,14,14-15,PS,True,False,False
36,489531,15,15-16,PS,True,False,False
36,489531,16,16-17,PS,True,False,False
36,489531,17,17-18,PS,True,False,False
36,489531,18,18-19,PS,True,False,False
36,489531,19,19-20,PS,True,False,False
37,489532,1,1-2,PS,True,False,False
37,489532,2,2-3,PS,True,False,False
37,489532,3,3-4,PS,True,False,False
37,489532,4,4-5,PS,True,False,False
37,489532,5,5-6,PS,True,False,False
37,489532,6,6-7,PS,True,False,False
37,489532,7,7-8,PS,True,False,False
37,489532,8,8-9,PS,True,False,False
37,489532,9,9-10,PS,True,False,False
37,489532,10,10-11,PS,True,False,False
37,489532,11,11-12,PS,True,False,False
37,489532,12,12-13,PS,True,False,False
37,489532,13,13-14,PS,True,False,False
37,489532,14,14-15,PS,True,False,False
37,489532,15,15-16,PS,True,False,False
37,489532,16,16-17,PS,True,False,False
37,489532,17,17-18,PS,True,False,False
37,489532,18,18-19,PS,True,False,False
37,489532,19,19-20,PS,True,False,False
38,489539,1,1-2,PS,True,False,False
38,489539,2,2-3,PS,True,False,False
38,489539,3,3-4,PS,True,False,False
38,489539,4,4-5,PS,True,False,False
38,489539,5,5-6,PS,True,False,False
38,489539,6,6-7,PS,True,False,False
38,489539,7,7-8,PS,True,False,False
38,489539,8,8-9,PS,True,False,False
38,489539,9,9-10,PS,True,False,False
38,489539,10,10-11,PS,True,False,False
38,489539,11,11-12,PS,True,False,False
38,489539,12,12-13,PS,True,False,False
38,489539,13,13-14,PS,True,False,False
38,489539,14,14-15,PS,True,False,False
38,489539,15,15-16,PS,True,False,False
38,489539,16,16-17,PS,True,False,False
38,489539,17,17-18,PS,True,False,False
38,489539,18,18-19,PS,True,False,False
38,489539,19,19-20,PS,True,False,False
39,489540,1,1-2,PS,True,False,False
39,489540,2,2-3,PS,True,False,False
39,489540,3,3-4,PS,True,False,False
39,489540,4,4-5,PS,True,False,False
39,489540,5,5-6,PS,True,False,False
39,489540,6,6-7,PS,True,False,False
39,489540,7,7-8,PS,True,False,False
39,489540,8,8-9,PS,True,False,False
39,489540,9,9-10,PS,True,False,False
39,489540,10,10-11,PS,True,False,False
39,489540,11,11-12,PS,True,False,False
39,489540,12,12-13,PS,True,False,False
39,489540,13,13-14,PS,True,False,False
39,489540,14,14-15,PS,True,False,False
39,489540,15,15-16,PS,True,False,False
39,489540,16,16-17,PS,True,False,False
39,489540,17,17-18,PS,True,False,False
39,489540,18,18-19,PS,True,False,False
39,489540,19,19-20,PS,True,False,False
40,590067,1,1-2,PS,True,False,False
40,590067,2,2-3,PS,True,False,False
40,590067,3,3-4,PS,True,False,False
40,590067,4,4-5,PS,True,False,False
40,590067,5,5-6,PS,True,False,False
40,590067,6,6-7,PS,True,False,False
40,590067,7,7-8,PS,True,False,False
40,590067,8,8-9,PS,True,False,False
40,590067,9,9-10,PS,True,False,False
40,590067,10,10-11,PS,True,False,False
40,590067,11,11-12,PS,True,False,False
40,590067,12,12-13,PS,True,False,False
40,590067,13,13-14,PS,True,False,False
40,590067,14,14-15,PS,True,False,False
40,590067,15,15-16,PS,True,False,False
40,590067,16,16-17,PS,True,False,False
40,590067,17,17-18,PS,True,False,False
40,590067,18,18-19,PS,True,False,False
40,590067,19,19-20,PS,True,False,False
41,590074,1,1-2,PS,True,False,False
41,590074,2,2-3,PS,True,False,False
41,590074,3,3-4,PS,True,False,False
41,590074,4,4-5,PS,True,False,False
41,590074,5,5-6,PS,True,False,False
41,590074,6,6-7,PS,True,False,False
41,590074,7,7-8,PS,True,False,False
41,590074,8,8-9,PS,True,False,False
41,590074,9,9-10,PS,True,False,False
41,590074,10,10-11,PS,True,False,False
41,590074,11,11-12,PS,True,False,False
41,590074,12,12-13,PS,True,False,False
41,590074,13,13-14,PS,True,False,False
41,590074,14,14-15,PS,True,False,False
41,590074,15,15-16,PS,True,False,False
41,590074,16,16-17,PS,True,False,False
41,590074,17,17-18,PS,True,False,False
41,590074,18,18-19,PS,True,False,False
41,590074,19,19-20,PS,True,False,False
42,590082,1,1-2,PS,True,False,False
42,590082,2,2-3,PS,True,False,False
42,590082,3,3-4,PS,True,False,False
42,590082,4,4-5,PS,True,False,False
42,590082,5,5-6,PS,True,False,False
42,590082,6,6-7,PS,True,False,False
42,590082,7,7-8,PS,True,False,False
42,590082,8,8-9,PS,True,False,False
42,590082,9,9-10,PS,True,False,False
42,590082,10,10-11,PS,True,False,False
42,590082,11,11-12,PS,True,False,False
42,590082,12,12-13,PS,True,False,False
42,590082,13,13-14,PS,True,False,False
42,590082,14,14-15,PS,True,False,False
42,590082,15,15-16,PS,True,False,False
42,590082,16,16-17,PS,True,False,False
42,590082,17,17-18,PS,True,False,False
42,590082,18,18-19,PS,True,False,False
42,590082,19,19-20,PS,True,False,False
43,590094,1,1-2,PS,True,False,False
43,590094,2,2-3,PS,True,False,False
43,590094,3,3-4,PS,True,False,False
43,590094,4,4-5,PS,True,False,False
43,590094,5,5-6,PS,True,False,False
43,590094,6,6-7,PS,True,False,False
43,590094,7,7-8,PS,True,False,False
43,590094,8,8-9,PS,True,False,False
43,590094,9,9-10,PS,True,False,False
43,590094,10,10-11,PS,True,False,False
43,590094,11,11-12,PS,True,False,False
43,590094,12,12-13,PS,True,False,False
43,590094,13,13-14,PS,True,False,False
43,590094,14,14-15,PS,True,False,False
43,590094,15,15-16,PS,True,False,False
43,590094,16,16-17,PS,True,False,False
43,590094,17,17-18,PS,True,False,False
43,590094,18,18-19,PS,True,False,False
43,590094,19,19-20,PS,True,False,False
44,590130,1,1-2,PS,True,False,False
44,590130,2,2-3,PS,True,False,False
44,590130,3,3-4,PS,True,False,False
44,590130,4,4-5,PS,True,False,False
44,590130,5,5-6,PS,True,False,False
44,590130,6,6-7,PS,True,False,False
44,590130,7,7-8,PS,True,False,False
44,590130,8,8-9,PS,True,False,False
44,590130,9,9-10,PS,True,False,False
44,590130,10,10-11,PS,True,False,False
44,590130,11,11-12,PS,True,False,False
44,590130,12,12-13,PS,True,False,False
44,590130,13,13-14,PS,True,False,False
44,590130,14,14-15,PS,True,False,False
44,590130,15,15-16,PS,True,False,False
44,590130,16,16-17,PS,True,False,False
44,590130,17,17-18,PS,True,False,False
44,590130,18,18-19,PS,True,False,False
44,590130,19,19-20,PS,True,False,False
45,590138,1,1-2,PS,True,False,False
45,590138,2,2-3,PS,True,False,False
45,590138,3,3-4,PS,True,False,False
45,590138,4,4-5,PS,True,False,False
45,590138,5,5-6,PS,True,False,False
45,590138,6,6-7,PS,True,False,False
45,590138,7,7-8,PS,True,False,False
45,590138,8,8-9,PS,True,False,False
45,590138,9,9-10,PS,True,False,False
45,590138,10,10-11,PS,True,False,False
45,590138,11,11-12,PS,True,False,False
45,590138,12,12-13,PS,True,False,False
45,590138,13,13-14,PS,True,False,False
45,590138,14,14-15,PS,True,False,False
45,590138,15,15-16,PS,True,False,False
45,590138,16,16-17,PS,True,False,False
45,590138,17,17-18,PS,True,False,False
45,590138,18,18-19,PS,True,False,False
45,590138,19,19-20,PS,True,False,False
46,590146,1,1-2,PS,True,False,False
46,590146,2,2-3,PS,True,False,False
46,590146,3,3-4,PS,True,False,False
46,590146,4,4-5,PS,True,False,False
46,590146,5,5-6,PS,True,False,False
46,590146,6,6-7,PS,True,False,False
46,590146,7,7-8,PS,True,False,False
46,590146,8,8-9,PS,True,False,False
46,590146,9,9-10,PS,True,False,False
46,590146,10,10-11,PS,True,False,False
46,590146,11,11-12,PS,True,False,False
46,590146,12,12-13,PS,True,False,False
46,590146,13,13-14,PS,True,False,False
46,590146,14,14-15,PS,True,False,False
46,590146,15,15-16,PS,True,False,False
46,590146,16,16-17,PS,True,False,False
46,590146,17,17-18,PS,True,False,False
46,590146,18,18-19,PS,True,False,False
46,590146,19,19-20,PS,True,False,False
47,590154,1,1-2,PS,True,False,False
47,590154,2,2-3,PS,True,False,False
47,590154,3,3-4,PS,True,False,False
47,590154,4,4-5,PS,True,False,False
47,590154,5,5-6,PS,True,False,False
47,590154,6,6-7,PS,True,False,False
47,590154,7,7-8,PS,True,False,False
47,590154,8,8-9,PS,True,False,False
47,590154,9,9-10,PS,True,False,False
47,590154,10,10-11,PS,True,False,False
47,590154,11,11-12,PS,True,False,False
47,590154,12,12-13,PS,True,False,False
47,590154,13,13-14,PS,True,False,False
47,590154,14,14-15,PS,True,False,False
47,590154,15,15-16,PS,True,False,False
47,590154,16,16-17,PS,True,False,False
47,590154,17,17-18,PS,True,False,False
47,590154,18,18-19,PS,True,False,False
47,590154,19,19-20,PS,True,False,False
48,590181,1,1-2,PS,True,False,False
48,590181,2,2-3,PS,True,False,False
48,590181,3,3-4,PS,True,False,False
48,590181,4,4-5,PS,True,False,False
48,590181,5,5-6,PS,True,False,False
48,590181,6,6-7,PS,True,False,False
48,590181,7,7-8,PS,True,False,False
48,590181,8,8-9,PS,True,False,False
48,590181,9,9-10,PS,True,False,False
48,590181,10,10-11,PS,True,False,False
48,590181,11,11-12,PS,True,False,False
48,590181,12,12-13,PS,True,False,False
48,590181,13,13-14,PS,True,False,False
48,590181,14,14-15,PS,True,False,False
48,590181,15,15-16,PS,True,False,False
48,590181,16,16-17,PS,True,False,False
48,590181,17,17-18,PS,True,False,False
48,590181,18,18-19,PS,True,False,False
48,590181,19,19-20,PS,True,False,False
49,590188,1,1-2,PS,True,False,False
49,590188,2,2-3,PS,True,False,False
49,590188,3,3-4,PS,True,False,False
49,590188,4,4-5,PS,True,False,False
49,590188,5,5-6,PS,True,False,False
49,590188,6,6-7,PS,True,False,False
49,590188,7,7-8,PS,True,False,False
49,590188,8,8-9,PS,True,False,False
49,590188,9,9-10,PS,True,False,False
49,590188,10,10-11,PS,True,False,False
49,590188,11,11-12,PS,True,False,False
49,590188,12,12-13,PS,True,False,False
49,590188,13,13-14,PS,True,False,False
49,590188,14,14-15,PS,True,False,False
49,590188,15,15-16,PS,True,False,False
49,590188,16,16-17,PS,True,False,False
49,590188,17,17-18,PS,True,False,False
49,590188,18,18-19,PS,True,False,False
49,590188,19,19-20,PS,True,False,False
50,590434,1,1-2,PS,True,False,False
50,590434,2,2-3,PS,True,False,False
50,590434,3,3-4,PS,True,False,False
50,590434,4,4-5,PS,True,False,False
50,590434,5,5-6,PS,True,False,False
50,590434,6,6-7,PS,True,False,False
50,590434,7,7-8,PS,True,False,False
50,590434,8,8-9,PS,True,False,False
50,590434,9,9-10,PS,True,False,False
50,590434,10,10-11,PS,True,False,False
50,590434,11,11-12,PS,True,False,False
50,590434,12,12-13,PS,True,False,False
50,590434,13,13-14,PS,True,False,False
50,590434,14,14-15,PS,True,False,False
50,590434,15,15-16,PS,True,False,False
50,590434,16,16-17,PS,True,False,False
51,590435,1,1-2,PS,True,False,False
51,590435,2,2-3,PS,True,False,False
51,590435,3,3-4,PS,True,False,False
51,590435,4,4-5,PS,True,False,False
51,590435,5,5-6,PS,True,False,False
51,590435,6,6-7,PS,True,False,False
51,590435,7,7-8,PS,True,False,False
51,590435,8,8-9,PS,True,False,False
51,590435,9,9-10,PS,True,False,False
51,590435,10,10-11,PS,True,False,False
51,590435,11,11-12,PS,True,False,False
51,590435,12,12-13,PS,True,False,False
51,590435,13,13-14,PS,True,False,False
51,590435,14,14-15,PS,True,False,False
51,590435,15,15-16,PS,True,False,False
51,590435,16,16-17,PS,True,False,False
52,590436,1,1-2,PS,True,False,False
52,590436,2,2-3,PS,True,False,False
52,590436,3,3-4,PS,True,False,False
52,590436,4,4-5,PS,True,False,False
52,590436,5,5-6,PS,True,False,False
52,590436,6,6-7,PS,True,False,False
52,590436,7,7-8,PS,True,False,False
52,590436,8,8-9,PS,True,False,False
52,590436,9,9-10,PS,True,False,False
52,590436,10,10-11,PS,True,False,False
52,590436,11,11-12,PS,True,False,False
52,590436,12,12-13,PS,True,False,False
52,590436,13,13-14,PS,True,False,False
52,590436,14,14-15,PS,True,False,False
52,590436,15,15-16,PS,True,False,False
52,590436,16,16-17,PS,True,False,False
53,590437,1,1-2,PS,True,False,False
53,590437,2,2-3,PS,True,False,False
53,590437,3,3-4,PS,True,False,False
53,590437,4,4-5,PS,True,False,False
53,590437,5,5-6,PS,True,False,False
53,590437,6,6-7,PS,True,False,False
53,590437,7,7-8,PS,True,False,False
53,590437,8,8-9,PS,True,False,False
53,590437,9,9-10,PS,True,False,False
53,590437,10,10-11,PS,True,False,False
53,590437,11,11-12,PS,True,False,False
53,590437,12,12-13,PS,True,False,False
53,590437,13,13-14,PS,True,False,False
53,590437,14,14-15,PS,True,False,False
53,590437,15,15-16,PS,True,False,False
53,590437,16,16-17,PS,True,False,False
54,590438,1,1-2,PS,True,False,False
54,590438,2,2-3,PS,True,False,False
54,590438,3,3-4,PS,True,False,False
54,590438,4,4-5,PS,True,False,False
54,590438,5,5-6,PS,True,False,False
54,590438,6,6-7,PS,True,False,False
54,590438,7,7-8,PS,True,False,False
54,590438,8,8-9,PS,True,False,False
54,590438,9,9-10,PS,True,False,False
54,590438,10,10-11,PS,True,False,False
54,590438,11,11-12,PS,True,False,False
54,590438,12,12-13,PS,True,False,False
54,590438,13,13-14,PS,True,False,False
54,590438,14,14-15,PS,True,False,False
54,590438,15,15-16,PS,True,False,False
54,590438,16,16-17,PS,True,False,False
55,590439,1,1-2,PS,True,False,False
55,590439,2,2-3,PS,True,False,False
55,590439,3,3-4,PS,True,False,False
55,590439,4,4-5,PS,True,False,False
55,590439,5,5-6,PS,True,False,False
55,590439,6,6-7,PS,True,False,False
55,590439,7,7-8,PS,True,False,False
55,590439,8,8-9,PS,True,False,False
55,590439,9,9-10,PS,True,False,False
55,590439,10,10-11,PS,True,False,False
55,590439,11,11-12,PS,True,False,False
55,590439,12,12-13,PS,True,False,False
55,590439,13,13-14,PS,True,False,False
55,590439,14,14-15,PS,True,False,False
55,590439,15,15-16,PS,True,False,False
55,590439,16,16-17,PS,True,False,False
56,590440,1,1-2,PS,True,False,False
56,590440,2,2-3,PS,True,False,False
56,590440,3,3-4,PS,True,False,False
56,590440,4,4-5,PS,True,False,False
56,590440,5,5-6,PS,True,False,False
56,590440,6,6-7,PS,True,False,False
56,590440,7,7-8,PS,True,False,False
56,590440,8,8-9,PS,True,False,False
56,590440,9,9-10,PS,True,False,False
56,590440,10,10-11,PS,True,False,False
56,590440,11,11-12,PS,True,False,False
56,590440,12,12-13,PS,True,False,False
56,590440,13,13-14,PS,True,False,False
56,590440,14,14-15,PS,True,False,False
56,590440,15,15-16,PS,True,False,False
56,590440,16,16-17,PS,True,False,False
57,590441,1,1-2,PS,True,False,False
57,590441,2,2-3,PS,True,False,False
57,590441,3,3-4,PS,True,False,False
57,590441,4,4-5,PS,True,False,False
57,590441,5,5-6,PS,True,False,False
57,590441,6,6-7,PS,True,False,False
57,590441,7,7-8,PS,True,False,False
57,590441,8,8-9,PS,True,False,False
57,590441,9,9-10,PS,True,False,False
57,590441,10,10-11,PS,True,False,False
57,590441,11,11-12,PS,True,False,False
57,590441,12,12-13,PS,True,False,False
57,590441,13,13-14,PS,True,False,False
57,590441,14,14-15,PS,True,False,False
57,590441,15,15-16,PS,True,False,False
57,590441,16,16-17,PS,True,False,False
58,590442,1,1-2,PS,True,False,False
58,590442,2,2-3,PS,True,False,False
58,590442,3,3-4,PS,True,False,False
58,590442,4,4-5,PS,True,False,False
58,590442,5,5-6,PS,True,False,False
58,590442,6,6-7,PS,True,False,False
58,590442,7,7-8,PS,True,False,False
58,590442,8,8-9,PS,True,False,False
58,590442,9,9-10,PS,True,False,False
58,590442,10,10-11,PS,True,False,False
58,590442,11,11-12,PS,True,False,False
58,590442,12,12-13,PS,True,False,False
58,590442,13,13-14,PS,True,False,False
58,590442,14,14-15,PS,True,False,False
58,590442,15,15-16,PS,True,False,False
58,590442,16,16-17,PS,True,False,False
59,590443,1,1-2,PS,True,False,False
59,590443,2,2-3,PS,True,False,False
59,590443,3,3-4,PS,True,False,False
59,590443,4,4-5,PS,True,False,False
59,590443,5,5-6,PS,True,False,False
59,590443,6,6-7,PS,True,False,False
59,590443,7,7-8,PS,True,False,False
59,590443,8,8-9,PS,True,False,False
59,590443,9,9-10,PS,True,False,False
59,590443,10,10-11,PS,True,False,False
59,590443,11,11-12,PS,True,False,False
59,590443,12,12-13,PS,True,False,False
59,590443,13,13-14,PS,True,False,False
59,590443,14,14-15,PS,True,False,False
59,590443,15,15-16,PS,True,False,False
59,590443,16,16-17,PS,True,False,False
60,590444,1,1-2,PS,True,False,False
60,590444,2,2-3,PS,True,False,False
60,590444,3,3-4,PS,True,False,False
60,590444,4,4-5,PS,True,False,False
60,590444,5,5-6,PS,True,False,False
60,590444,6,6-7,PS,True,False,False
60,590444,7,7-8,PS,True,False,False
60,590444,8,8-9,PS,True,False,False
60,590444,9,9-10,PS,True,False,False
60,590444,10,10-11,PS,True,False,False
60,590444,11,11-12,PS,True,False,False
60,590444,12,12-13,PS,True,False,False
60,590444,13,13-14,PS,True,False,False
60,590444,14,14-15,PS,True,False,False
60,590444,15,15-16,PS,True,False,False
60,590444,16,16-17,PS,True,False,False
61,590445,1,1-2,PS,True,False,False
61,590445,2,2-3,PS,True,False,False
61,590445,3,3-4,PS,True,False,False
61,590445,4,4-5,PS,True,False,False
61,590445,5,5-6,PS,True,False,False
61,590445,6,6-7,PS,True,False,False
61,590445,7,7-8,PS,True,False,False
61,590445,8,8-9,PS,True,False,False
61,590445,9,9-10,PS,True,False,False
61,590445,10,10-11,PS,True,False,False
61,590445,11,11-12,PS,True,False,False
61,590445,12,12-13,PS,True,False,False
61,590445,13,13-14,PS,True,False,False
61,590445,14,14-15,PS,True,False,False
61,590445,15,15-16,PS,True,False,False
61,590445,16,16-17,PS,True,False,False
62,590446,1,1-2,PS,True,False,False
62,590446,2,2-3,PS,True,False,False
62,590446,3,3-4,PS,True,False,False
62,590446,4,4-5,PS,True,False,False
62,590446,5,5-6,PS,True,False,False
62,590446,6,6-7,PS,True,False,False
62,590446,7,7-8,PS,True,False,False
62,590446,8,8-9,PS,True,False,False
62,590446,9,9-10,PS,True,False,False
62,590446,10,10-11,PS,True,False,False
62,590446,11,11-12,PS,True,False,False
62,590446,12,12-13,PS,True,False,False
62,590446,13,13-14,PS,True,False,False
62,590446,14,14-15,PS,True,False,False
62,590446,15,15-16,PS,True,False,False
62,590446,16,16-17,PS,True,False,False
63,590447,1,1-2,PS,True,False,False
63,590447,2,2-3,PS,True,False,False
63,590447,3,3-4,PS,True,False,False
63,590447,4,4-5,PS,True,False,False
63,590447,5,5-6,PS,True,False,False
63,590447,6,6-7,PS,True,False,False
63,590447,7,7-8,PS,True,False,False
63,590447,8,8-9,PS,True,False,False
63,590447,9,9-10,PS,True,False,False
63,590447,10,10-11,PS,True,False,False
63,590447,11,11-12,PS,True,False,False
63,590447,12,12-13,PS,True,False,False
63,590447,13,13-14,PS,True,False,False
63,590447,14,14-15,PS,True,False,False
63,590447,15,15-16,PS,True,False,False
63,590447,16,16-17,PS,True,False,False
64,590448,1,1-2,PS,True,False,False
64,590448,2,2-3,PS,True,False,False
64,590448,3,3-4,PS,True,False,False
64,590448,4,4-5,PS,True,False,False
64,590448,5,5-6,PS,True,False,False
64,590448,6,6-7,PS,True,False,False
64,590448,7,7-8,PS,True,False,False
64,590448,8,8-9,PS,True,False,False
64,590448,9,9-10,PS,True,False,False
64,590448,10,10-11,PS,True,False,False
64,590448,11,11-12,PS,True,False,False
64,590448,12,12-13,PS,True,False,False
64,590448,13,13-14,PS,True,False,False
64,590448,14,14-15,PS,True,False,False
64,590448,15,15-16,PS,True,False,False
64,590448,16,16-17,PS,True,False,False
65,590449,1,1-2,PS,True,False,False
65,590449,2,2-3,PS,True,False,False
65,590449,3,3-4,PS,True,False,False
65,590449,4,4-5,PS,True,False,False
65,590449,5,5-6,PS,True,False,False
65,590449,6,6-7,PS,True,False,False
65,590449,7,7-8,PS,True,False,False
65,590449,8,8-9,PS,True,False,False
65,590449,9,9-10,PS,True,False,False
65,590449,10,10-11,PS,True,False,False
65,590449,11,11-12,PS,True,False,False
